experiment,env,seed,horizon,model,one_step_rmse,symplecticity_defect,rollout_rmse,max_energy_drift,final_energy_drift,divergence_rate
dynamics_rollout,oscillator_graph_cycle,0,10,DenseLinearNext,2.6269203173298018e-08,2.554058273803353e-07,1.6922030791813464e-07,0.0004440197572118244,0.00043155285404250743,0.0
dynamics_rollout,oscillator_graph_cycle,0,25,DenseLinearNext,2.6269203173298018e-08,2.554058273803353e-07,4.5821775042927685e-07,0.0008649519487465277,0.0006718971366951868,0.0
dynamics_rollout,oscillator_graph_cycle,0,50,DenseLinearNext,2.6269203173298018e-08,2.554058273803353e-07,9.292537248966916e-07,0.0009788353610126,0.000549831804701622,0.0
dynamics_rollout,oscillator_graph_cycle,0,100,DenseLinearNext,2.6269203173298018e-08,2.554058273803353e-07,1.642940365315261e-06,0.0008818883218202752,0.0005829769278103791,0.0
dynamics_rollout,oscillator_graph_cycle,0,250,DenseLinearNext,2.6269203173298018e-08,2.554058273803353e-07,4.249617076232349e-06,0.0009257680604270414,0.0005788656818195249,0.0
dynamics_rollout,oscillator_graph_cycle,0,500,DenseLinearNext,2.6269203173298018e-08,2.554058273803353e-07,8.646657171414998e-06,0.0010093056084130927,0.00029487244742782516,0.0
dynamics_rollout,harmonic_oscillator,1,1,SG-Ham+Symp,7.852300457168938e-10,1.0917775294550973e-11,3.391460050757514e-10,1.9555286461492424e-05,1.9555286461492424e-05,0.0
dynamics_rollout,harmonic_oscillator,1,10,SG-Ham+Symp,7.852300457168938e-10,1.0917775294550973e-11,2.253576824462378e-09,0.00016750344112017421,0.00016510973274360717,0.0
dynamics_rollout,harmonic_oscillator,1,25,SG-Ham+Symp,7.852300457168938e-10,1.0917775294550973e-11,7.276842421384366e-09,0.0004212446178609964,0.0003803951237523653,0.0
dynamics_rollout,harmonic_oscillator,1,50,SG-Ham+Symp,7.852300457168938e-10,1.0917775294550973e-11,9.494578589622599e-09,0.0005250388480285804,0.00020094231609652042,0.0
dynamics_rollout,harmonic_oscillator,1,100,SG-Ham+Symp,7.852300457168938e-10,1.0917775294550973e-11,2.1888999905495093e-08,0.0005162978405537508,0.00036438073041807724,0.0
dynamics_rollout,harmonic_oscillator,1,250,SG-Ham+Symp,7.852300457168938e-10,1.0917775294550973e-11,4.3552178502143395e-08,0.0005192845655048263,2.5340739161917625e-05,0.0
dynamics_rollout,harmonic_oscillator,1,500,SG-Ham+Symp,7.852300457168938e-10,1.0917775294550973e-11,9.795319362045236e-08,0.0005104529857236562,4.870110898734251e-05,0.0
